Demographic,State,State Abbr,Winner,Biden %,Trump %,Biden Electoral Votes,Trump Electoral Votes,Electoral Votes Available
College Grad,illinois,IL,Biden,61,38,20,0,20
College Grad,indiana,IN,Trump,45,51,0,11,11
College Grad,iowa,IA,Trump,48,49,0,6,6
College Grad,kansas,KS,Trump,47,52,0,6,6
College Grad,kentucky,KY,Trump,41,56,0,8,8
College Grad,louisiana,LA,Trump,39,60,0,8,8
College Grad,maine,ME,Biden,68,29,4,0,4
College Grad,maryland,MD,Biden,69,29,10,0,10
College Grad,massachusetts,MA,Biden,73,25,11,0,11
College Grad,michigan,MI,Biden,55,44,16,0,16
College Grad,minnesota,MN,Biden,58,40,10,0,10
College Grad,mississippi,MS,Trump,43,56,0,6,6
College Grad,missouri,MO,Trump,47,51,0,10,10
College Grad,montana,MT,Biden,49,48,3,0,3
College Grad,nebraska,NE,Trump,44,52,0,5,5
College Grad,nevada,NV,Biden,54,44,6,0,6
College Grad,new-hampshire,NH,Biden,58,40,4,0,4
College Grad,new-jersey,NJ,Biden,63,36,14,0,14
College Grad,new-mexico,NM,Biden,56,40,5,0,5
College Grad,new-york,NY,Biden,67,32,29,0,29
College Grad,north-carolina,NC,Biden,54,44,15,0,15
College Grad,ohio,OH,Biden,49,48,18,0,18
College Grad,oklahoma,OK,Trump,30,69,0,7,7
College Grad,oregon,OR,Biden,67,30,7,0,7
College Grad,pennsylvania,PA,Biden,57,41,20,0,20
College Grad,rhode-island,RI,Biden,53,45,4,0,4
College Grad,south-carolina,SC,Trump,40,58,0,9,9
College Grad,tennessee,TN,Trump,38,60,0,11,11
College Grad,texas,TX,Trump,46,51,0,38,38
College Grad,utah,UT,Trump,42,52,0,6,6
College Grad,virginia,VA,Biden,61,36,13,0,13
College Grad,washington,WA,Biden,65,33,12,0,12
College Grad,west-virginia,WV,Trump,37,56,0,5,5
College Grad,wisconsin,WI,Biden,52,47,10,0,10
Did not vote in 2016,alabama,AL,Trump,41,57,0,9,9
Did not vote in 2016,arizona,AZ,Biden,57,41,11,0,11
Did not vote in 2016,arkansas,AR,Trump,37,58,0,6,6
Did not vote in 2016,california,CA,Biden,71,26,55,0,55
Did not vote in 2016,colorado,CO,Biden,61,36,9,0,9
Did not vote in 2016,connecticut,CT,Biden,64,32,7,0,7
Did not vote in 2016,delaware,DE,Biden,61,36,3,0,3
Did not vote in 2016,florida,FL,Biden,56,42,29,0,29
Did not vote in 2016,georgia,GA,Biden,59,38,16,0,16
Did not vote in 2016,illinois,IL,Biden,59,38,20,0,20
Did not vote in 2016,indiana,IN,Trump,47,49,0,11,11
Did not vote in 2016,iowa,IA,Biden,52,46,6,0,6
Did not vote in 2016,kansas,KS,Trump,40,58,0,6,6
Did not vote in 2016,kentucky,KY,Trump,47,51,0,8,8
Did not vote in 2016,louisiana,LA,Biden,51,47,8,0,8
Did not vote in 2016,maine,ME,Biden,53,46,4,0,4
Did not vote in 2016,maryland,MD,Biden,69,31,10,0,10
Did not vote in 2016,massachusetts,MA,Biden,68,30,11,0,11
Did not vote in 2016,michigan,MI,Biden,53,45,16,0,16
Did not vote in 2016,minnesota,MN,Biden,62,37,10,0,10
Did not vote in 2016,mississippi,MS,Trump,42,57,0,6,6
Did not vote in 2016,missouri,MO,Trump,46,51,0,10,10
Did not vote in 2016,nebraska,NE,Biden,52,47,5,0,5
Did not vote in 2016,nevada,NV,Biden,56,40,6,0,6
Did not vote in 2016,new-hampshire,NH,Biden,68,32,4,0,4
Did not vote in 2016,new-jersey,NJ,Biden,61,38,14,0,14
Did not vote in 2016,new-mexico,NM,Biden,65,33,5,0,5
Did not vote in 2016,new-york,NY,Biden,57,40,29,0,29
Did not vote in 2016,north-carolina,NC,Biden,52,46,15,0,15
Did not vote in 2016,ohio,OH,Biden,50,48,18,0,18
Did not vote in 2016,oklahoma,OK,Trump,43,52,0,7,7
Did not vote in 2016,oregon,OR,Biden,57,39,7,0,7
Did not vote in 2016,pennsylvania,PA,Biden,56,43,20,0,20
Did not vote in 2016,south-carolina,SC,Biden,51,48,9,0,9
Did not vote in 2016,tennessee,TN,Trump,43,54,0,11,11
Did not vote in 2016,texas,TX,Biden,54,44,38,0,38
Did not vote in 2016,utah,UT,Trump,42,52,0,6,6
Did not vote in 2016,virginia,VA,Biden,55,42,13,0,13
Did not vote in 2016,washington,WA,Biden,64,32,12,0,12
Did not vote in 2016,wisconsin,WI,Biden,57,42,10,0,10
Early Voting,alabama,AL,Biden,62,37,9,0,9
Early Voting,alaska,AK,Biden,55,42,3,0,3
Early Voting,arizona,AZ,Biden,52,46,11,0,11
Early Voting,arkansas,AR,Trump,36,61,0,6,6
Early Voting,california,CA,Biden,68,30,55,0,55
Early Voting,colorado,CO,Biden,58,39,9,0,9
Early Voting,connecticut,CT,Biden,79,19,7,0,7
Early Voting,delaware,DE,Biden,80,18,3,0,3
Early Voting,florida,FL,Biden,52,47,29,0,29
Early Voting,georgia,GA,Biden,54,44,16,0,16
Early Voting,hawaii,HI,Biden,65,33,4,0,4
Early Voting,idaho,ID,Trump,46,50,0,4,4
Early Voting,illinois,IL,Biden,67,31,20,0,20
Early Voting,indiana,IN,Trump,47,51,0,11,11
Early Voting,iowa,IA,Biden,57,42,6,0,6
Early Voting,kansas,KS,Biden,52,45,6,0,6
Early Voting,kentucky,KY,Trump,42,57,0,8,8
Early Voting,louisiana,LA,Trump,47,52,0,8,8
Early Voting,maine,ME,Biden,62,35,4,0,4
Early Voting,maryland,MD,Biden,71,27,10,0,10
Early Voting,massachusetts,MA,Biden,76,22,11,0,11
Early Voting,michigan,MI,Biden,63,36,16,0,16
Early Voting,minnesota,MN,Biden,65,34,10,0,10
Early Voting,mississippi,MS,Biden,61,38,6,0,6
Early Voting,missouri,MO,Biden,60,39,10,0,10
Early Voting,montana,MT,Trump,42,55,0,3,3
Early Voting,nebraska,NE,Trump,49,49,0,5,5
Early Voting,nevada,NV,Biden,53,45,6,0,6
Early Voting,new-hampshire,NH,Biden,73,26,4,0,4
Early Voting,new-jersey,NJ,Biden,59,39,14,0,14
Early Voting,new-mexico,NM,Biden,57,41,5,0,5
Early Voting,new-york,NY,Biden,70,29,29,0,29
Early Voting,north-carolina,NC,Biden,52,46,15,0,15
Early Voting,north-dakota,ND,Trump,39,59,0,3,3
Early Voting,ohio,OH,Biden,53,45,18,0,18
Early Voting,oklahoma,OK,Trump,45,53,0,7,7
Early Voting,oregon,OR,Biden,57,41,7,0,7
Early Voting,pennsylvania,PA,Biden,73,26,20,0,20
Early Voting,rhode-island,RI,Biden,72,26,4,0,4
Early Voting,south-carolina,SC,Biden,56,43,9,0,9
Early Voting,south-dakota,SD,Trump,42,55,0,3,3
Early Voting,tennessee,TN,Trump,40,58,0,11,11
Early Voting,texas,TX,Trump,49,50,0,38,38
Early Voting,utah,UT,Trump,39,56,0,6,6
Early Voting,vermont,VT,Biden,80,17,3,0,3
Early Voting,virginia,VA,Biden,65,33,13,0,13
Early Voting,washington,WA,Biden,60,38,12,0,12
Early Voting,west-virginia,WV,Trump,37,61,0,5,5
Early Voting,wisconsin,WI,Biden,62,37,10,0,10
Election Day,alabama,AL,Trump,31,67,0,9,9
Election Day,california,CA,Trump,41,57,0,55,55
Election Day,nevada,NV,Trump,30,67,0,6,6
Election Day,idaho,ID,Trump,12,86,0,4,4
Election Day,utah,UT,Trump,18,80,0,6,6
Election Day,arizona,AZ,Trump,33,66,0,11,11
Election Day,new-mexico,NM,Trump,34,63,0,5,5
Election Day,colorado,CO,Trump,32,66,0,9,9
Election Day,oklahoma,OK,Trump,26,73,0,7,7
Election Day,texas,TX,Trump,36,62,0,38,38
Election Day,louisiana,LA,Trump,34,64,0,8,8
Election Day,arkansas,AR,Trump,32,65,0,6,6
Election Day,missouri,MO,Trump,34,64,0,10,10
Election Day,iowa,IA,Trump,22,75,0,6,6
Election Day,minnesota,MN,Trump,32,66,0,10,10
Election Day,wisconsin,WI,Trump,26,72,0,10,10
Election Day,michigan,MI,Trump,28,70,0,16,16
Election Day,illinois,IL,Trump,34,64,0,20,20
Election Day,mississippi,MS,Trump,36,63,0,6,6
Election Day,georgia,GA,Trump,33,65,0,16,16
Election Day,florida,FL,Trump,30,69,0,29,29
Election Day,north-carolina,NC,Trump,32,67,0,15,15
Election Day,virginia,VA,Trump,33,66,0,13,13
Election Day,west-virginia,WV,Trump,18,80,0,5,5
Election Day,kentucky,KY,Trump,18,80,0,8,8
Election Day,pennsylvania,PA,Trump,32,67,0,20,20
Election Day,new-york,NY,Trump,38,60,0,29,29
Election Day,new-jersey,NJ,Trump,43,56,0,14,14
Election Day,massachusetts,MA,Trump,40,58,0,11,11
Election Day,maine,ME,Trump,33,63,0,4,4
Election Day,new-hampshire,NH,Trump,43,55,0,4,4
Election Day,rhode-island,RI,Trump,34,64,0,4,4
Election Day,connecticut,CT,Trump,46,52,0,7,7
Election Day,maryland,MD,Trump,44,55,0,10,10
Election Day,ohio,OH,Trump,29,69,0,18,18
Election Day,indiana,IN,Trump,30,68,0,11,11
Election Day,nebraska,NE,Trump,20,76,0,5,5
Election Day,kansas,KS,Trump,18,80,0,6,6
Election Day,tennessee,TN,Trump,28,68,0,11,11
Election Day,delaware,DE,Trump,46,52,0,3,3
Election Day,alaska,AK,Trump,22,72,0,3,3
Election Day,south-carolina,SC,Trump,35,64,0,9,9
HS or Less,alabama,AL,Trump,33,66,0,9,9
HS or Less,arizona,AZ,Trump,49,50,0,11,11
HS or Less,arkansas,AR,Trump,26,70,0,6,6
HS or Less,california,CA,Biden,62,36,55,0,55
HS or Less,colorado,CO,Trump,47,51,0,9,9
HS or Less,connecticut,CT,Biden,52,45,7,0,7
HS or Less,delaware,DE,Biden,61,39,3,0,3
HS or Less,florida,FL,Trump,50,50,0,29,29
HS or Less,georgia,GA,Trump,47,52,0,16,16
HS or Less,illinois,IL,Biden,54,44,20,0,20
HS or Less,indiana,IN,Trump,37,62,0,11,11
HS or Less,iowa,IA,Trump,44,54,0,6,6
HS or Less,kansas,KS,Trump,29,69,0,6,6
HS or Less,kentucky,KY,Trump,32,67,0,8,8
HS or Less,louisiana,LA,Trump,35,64,0,8,8
HS or Less,maine,ME,Trump,46,53,0,4,4
HS or Less,maryland,MD,Biden,57,42,10,0,10
HS or Less,massachusetts,MA,Biden,57,40,11,0,11
HS or Less,michigan,MI,Trump,46,53,0,16,16
HS or Less,minnesota,MN,Trump,45,54,0,10,10
HS or Less,mississippi,MS,Trump,33,67,0,6,6
HS or Less,missouri,MO,Trump,34,65,0,10,10
HS or Less,montana,MT,Trump,33,65,0,3,3
HS or Less,nebraska,NE,Trump,40,58,0,5,5
HS or Less,nevada,NV,Trump,48,50,0,6,6
HS or Less,new-hampshire,NH,Biden,50,48,4,0,4
HS or Less,new-jersey,NJ,Biden,54,44,14,0,14
HS or Less,new-mexico,NM,Trump,48,51,0,5,5
HS or Less,new-york,NY,Trump,49,50,0,29,29
HS or Less,north-carolina,NC,Trump,45,55,0,15,15
HS or Less,ohio,OH,Trump,41,58,0,18,18
HS or Less,oklahoma,OK,Trump,29,70,0,7,7
HS or Less,oregon,OR,Trump,47,51,0,7,7
HS or Less,pennsylvania,PA,Trump,42,57,0,20,20
HS or Less,south-carolina,SC,Trump,45,54,0,9,9
HS or Less,tennessee,TN,Trump,31,67,0,11,11
HS or Less,texas,TX,Trump,46,53,0,38,38
HS or Less,utah,UT,Trump,36,60,0,6,6
HS or Less,virginia,VA,Biden,51,48,13,0,13
HS or Less,washington,WA,Biden,52,46,12,0,12
HS or Less,west-virginia,WV,Trump,19,80,0,5,5
HS or Less,wisconsin,WI,Trump,46,53,0,10,10
Married,alabama,AL,Trump,31,68,0,9,9
Married,arizona,AZ,Trump,43,55,0,11,11
Married,california,CA,Biden,54,44,55,0,55
Married,colorado,CO,Biden,50,46,9,0,9
Married,connecticut,CT,Biden,54,45,7,0,7
Married,delaware,DE,Biden,54,44,3,0,3
Married,florida,FL,Trump,39,60,0,29,29
Married,georgia,GA,Trump,40,60,0,16,16
Married,illinois,IL,Biden,54,44,20,0,20
Married,indiana,IN,Trump,33,65,0,11,11
Married,iowa,IA,Trump,37,61,0,6,6
Married,kansas,KS,Trump,37,60,0,6,6
Married,kentucky,KY,Trump,34,63,0,8,8
Married,louisiana,LA,Trump,29,69,0,8,8
Married,maine,ME,Trump,50,50,0,4,4
Married,maryland,MD,Biden,60,39,10,0,10
Married,massachusetts,MA,Biden,63,35,11,0,11
Married,michigan,MI,Trump,44,53,0,16,16
Married,minnesota,MN,Trump,47,51,0,10,10
Married,mississippi,MS,Trump,32,67,0,6,6
Married,missouri,MO,Trump,36,63,0,10,10
Married,montana,MT,Trump,35,64,0,3,3
Married,nebraska,NE,Trump,35,62,0,5,5
Married,nevada,NV,Trump,44,54,0,6,6
Married,new-hampshire,NH,Trump,44,54,0,4,4
Married,new-jersey,NJ,Biden,54,44,14,0,14
Married,new-mexico,NM,Trump,47,52,0,5,5
Married,new-york,NY,Trump,48,51,0,29,29
Married,north-carolina,NC,Trump,41,58,0,15,15
Married,ohio,OH,Trump,36,62,0,18,18
Married,oregon,OR,Biden,55,43,7,0,7
Married,pennsylvania,PA,Trump,45,53,0,20,20
Married,south-carolina,SC,Trump,34,65,0,9,9
Married,tennessee,TN,Trump,31,65,0,11,11
Married,texas,TX,Trump,42,57,0,38,38
Married,utah,UT,Trump,34,61,0,6,6
Married,virginia,VA,Trump,48,51,0,13,13
Married,washington,WA,Biden,54,45,12,0,12
Married,wisconsin,WI,Trump,43,56,0,10,10
Men,alabama,AL,Trump,32,66,0,9,9
Men,alaska,AK,Trump,36,60,0,3,3
Men,arizona,AZ,Trump,46,52,0,11,11
Men,arkansas,AR,Trump,33,66,0,6,6
Men,california,CA,Biden,59,39,55,0,55
Men,colorado,CO,Trump,49,49,0,9,9
Men,connecticut,CT,Biden,53,45,7,0,7
Men,delaware,DE,Biden,52,46,3,0,3
Men,florida,FL,Trump,44,55,0,29,29
Men,georgia,GA,Trump,44,54,0,16,16
Men,hawaii,HI,Biden,55,41,4,0,4
Men,idaho,ID,Trump,27,72,0,4,4
Men,illinois,IL,Biden,52,46,20,0,20
Men,indiana,IN,Trump,38,59,0,11,11
Men,iowa,IA,Trump,41,57,0,6,6
Men,kansas,KS,Trump,37,59,0,6,6
Men,kentucky,KY,Trump,33,65,0,8,8
Men,louisiana,LA,Trump,36,62,0,8,8
Men,maine,ME,Biden,50,46,4,0,4
Men,maryland,MD,Biden,62,36,10,0,10
Men,massachusetts,MA,Biden,57,41,11,0,11
Men,michigan,MI,Trump,43,55,0,16,16
Men,minnesota,MN,Trump,48,50,0,10,10
Men,mississippi,MS,Trump,37,61,0,6,6
Men,missouri,MO,Trump,38,60,0,10,10
Men,montana,MT,Trump,36,61,0,3,3
Men,nebraska,NE,Trump,37,59,0,5,5
Men,nevada,NV,Trump,44,53,0,6,6
Men,new-hampshire,NH,Trump,47,51,0,4,4
Men,new-jersey,NJ,Trump,49,49,0,14,14
Men,new-mexico,NM,Biden,51,46,5,0,5
Men,new-york,NY,Biden,51,47,29,0,29
Men,north-carolina,NC,Trump,45,54,0,15,15
Men,ohio,OH,Trump,40,57,0,18,18
Men,oklahoma,OK,Trump,26,72,0,7,7
Men,oregon,OR,Biden,51,46,7,0,7
Men,pennsylvania,PA,Trump,47,52,0,20,20
Men,rhode-island,RI,Biden,59,39,4,0,4
Men,south-carolina,SC,Trump,36,62,0,9,9
Men,tennessee,TN,Trump,33,65,0,11,11
Men,texas,TX,Trump,43,55,0,38,38
Men,utah,UT,Trump,35,61,0,6,6
Men,virginia,VA,Biden,50,48,13,0,13
Men,washington,WA,Biden,54,43,12,0,12
Men,west-virginia,WV,Trump,30,68,0,5,5
Men,wisconsin,WI,Trump,45,53,0,10,10
Moderate,alabama,AL,Biden,55,42,9,0,9
Moderate,alaska,AK,Biden,53,41,3,0,3
Moderate,arizona,AZ,Biden,59,37,11,0,11
Moderate,arkansas,AR,Trump,39,56,0,6,6
Moderate,california,CA,Biden,70,27,55,0,55
Moderate,colorado,CO,Biden,62,34,9,0,9
Moderate,connecticut,CT,Biden,62,35,7,0,7
Moderate,delaware,DE,Biden,73,25,3,0,3
Moderate,florida,FL,Biden,57,41,29,0,29
Moderate,georgia,GA,Biden,65,32,16,0,16
Moderate,hawaii,HI,Biden,68,29,4,0,4
Moderate,idaho,ID,Trump,47,49,0,4,4
Moderate,illinois,IL,Biden,66,31,20,0,20
Moderate,indiana,IN,Biden,53,43,11,0,11
Moderate,iowa,IA,Biden,61,36,6,0,6
Moderate,kansas,KS,Biden,53,42,6,0,6
Moderate,kentucky,KY,Trump,47,51,0,8,8
Moderate,louisiana,LA,Biden,51,45,8,0,8
Moderate,maine,ME,Biden,62,35,4,0,4
Moderate,maryland,MD,Biden,73,26,10,0,10
Moderate,massachusetts,MA,Biden,63,33,11,0,11
Moderate,michigan,MI,Biden,62,36,16,0,16
Moderate,minnesota,MN,Biden,63,34,10,0,10
Moderate,mississippi,MS,Biden,52,46,6,0,6
Moderate,missouri,MO,Biden,52,44,10,0,10
Moderate,montana,MT,Biden,56,40,3,0,3
Moderate,nebraska,NE,Biden,57,37,5,0,5
Moderate,nevada,NV,Biden,59,38,6,0,6
Moderate,new-hampshire,NH,Biden,56,41,4,0,4
Moderate,new-jersey,NJ,Biden,63,35,14,0,14
Moderate,new-mexico,NM,Biden,68,28,5,0,5
Moderate,new-york,NY,Biden,62,36,29,0,29
Moderate,north-carolina,NC,Biden,62,36,15,0,15
Moderate,ohio,OH,Biden,57,40,18,0,18
Moderate,oklahoma,OK,Trump,46,52,0,7,7
Moderate,oregon,OR,Biden,64,33,7,0,7
Moderate,pennsylvania,PA,Biden,59,39,20,0,20
Moderate,rhode-island,RI,Biden,66,33,4,0,4
Moderate,south-carolina,SC,Biden,66,32,9,0,9
Moderate,tennessee,TN,Biden,53,44,11,0,11
Moderate,texas,TX,Biden,65,33,38,0,38
Moderate,utah,UT,Biden,52,44,6,0,6
Moderate,virginia,VA,Biden,65,32,13,0,13
Moderate,washington,WA,Biden,65,30,12,0,12
Moderate,west-virginia,WV,Trump,41,53,0,5,5
Moderate,wisconsin,WI,Biden,64,34,10,0,10
Post Grad,alabama,AL,Trump,44,53,0,9,9
Post Grad,alaska,AK,Biden,55,43,3,0,3
Post Grad,arizona,AZ,Biden,54,45,11,0,11
Post Grad,california,CA,Biden,64,34,55,0,55
Post Grad,colorado,CO,Biden,60,37,9,0,9
Post Grad,connecticut,CT,Biden,65,33,7,0,7
Post Grad,delaware,DE,Biden,65,34,3,0,3
Post Grad,florida,FL,Trump,49,50,0,29,29
Post Grad,georgia,GA,Biden,54,44,16,0,16
Post Grad,hawaii,HI,Biden,58,39,4,0,4
Post Grad,illinois,IL,Biden,67,32,20,0,20
Post Grad,indiana,IN,Biden,48,46,11,0,11
Post Grad,iowa,IA,Biden,59,39,6,0,6
Post Grad,kansas,KS,Biden,57,39,6,0,6
Post Grad,kentucky,KY,Trump,44,54,0,8,8
Post Grad,louisiana,LA,Biden,50,48,8,0,8
Post Grad,maine,ME,Biden,64,29,4,0,4
Post Grad,maryland,MD,Biden,71,27,10,0,10
Post Grad,massachusetts,MA,Biden,75,23,11,0,11
Post Grad,michigan,MI,Biden,56,42,16,0,16
Post Grad,minnesota,MN,Biden,65,33,10,0,10
Post Grad,mississippi,MS,Trump,46,53,0,6,6
Post Grad,missouri,MO,Trump,48,50,0,10,10
Post Grad,montana,MT,Biden,66,30,3,0,3
Post Grad,nebraska,NE,Biden,50,49,5,0,5
Post Grad,nevada,NV,Biden,53,45,6,0,6
Post Grad,new-hampshire,NH,Biden,60,37,4,0,4
Post Grad,new-jersey,NJ,Biden,60,39,14,0,14
Post Grad,new-mexico,NM,Biden,61,35,5,0,5
Post Grad,new-york,NY,Biden,65,33,29,0,29
Post Grad,north-carolina,NC,Biden,56,43,15,0,15
Post Grad,ohio,OH,Biden,52,44,18,0,18
Post Grad,oregon,OR,Biden,72,26,7,0,7
Post Grad,pennsylvania,PA,Biden,60,39,20,0,20
Post Grad,south-carolina,SC,Trump,48,50,0,9,9
Post Grad,tennessee,TN,Trump,47,51,0,11,11
Post Grad,texas,TX,Biden,50,49,38,0,38
Post Grad,utah,UT,Trump,43,51,0,6,6
Post Grad,virginia,VA,Biden,57,40,13,0,13
Post Grad,washington,WA,Biden,64,32,12,0,12
Post Grad,wisconsin,WI,Biden,66,33,10,0,10
Protestant,alabama,AL,Trump,23,75,0,9,9
Protestant,washington,WA,Trump,42,56,0,12,12
Protestant,oregon,OR,Trump,40,58,0,7,7
Protestant,california,CA,Trump,49,50,0,55,55
Protestant,nevada,NV,Trump,31,68,0,6,6
Protestant,idaho,ID,Trump,30,69,0,4,4
Protestant,utah,UT,Trump,40,55,0,6,6
Protestant,arizona,AZ,Trump,35,64,0,11,11
Protestant,new-mexico,NM,Trump,28,70,0,5,5
Protestant,colorado,CO,Trump,40,58,0,9,9
Protestant,montana,MT,Trump,26,71,0,3,3
Protestant,oklahoma,OK,Trump,25,73,0,7,7
Protestant,texas,TX,Trump,34,65,0,38,38
Protestant,louisiana,LA,Trump,35,63,0,8,8
Protestant,arkansas,AR,Trump,26,73,0,6,6
Protestant,missouri,MO,Trump,32,66,0,10,10
Protestant,iowa,IA,Trump,34,64,0,6,6
